client_id,client_age,customer_since,bank_account,credit_card,mortgage,total_number_of_products,customer_income,customer_debt,city,Bank,Branch,use_of_digital_channels,use_of_branches,bank_service_message
QIUM-7449-GHZC-1978,42,2001,no,yes,yes,5,150283.22,393632.4,New York,Chase , 5th Avenue,low,low,"My recent interactions with the bank have been disappointing, particularly related to app crashes during payment. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
NOUH-8801-TYRV-0475,78,2009,yes,no,no,4,72187.09,213295.96,Los Angeles,Chase , Downtown LA,high,low,"My experience with the bank has been generally fine, especially regarding good but glitchy app. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
GXJM-2700-KGUB-2426,30,2022,yes,yes,no,2,29334.19,67814.5,Boston,Bank of America , Boylston Street,low,high,"I've had an excellent experience with the bank's helpful financial advice. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
QFCV-7349-YYAZ-4943,26,2017,no,yes,no,3,47867.31,219935.4,Austin,Wells Fargo , Congress Avenue,low,high,"I've had an excellent experience with the bank's seamless online banking. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
RNTI-4049-EAYA-3874,69,2005,yes,no,yes,4,29183.11,3557.2,San Francisco,Bank of America , Embarcadero,medium,high,"My experience with the bank has been generally fine, especially regarding ordinary mortgage process. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
NCYQ-6925-GEGY-7055,29,2014,no,no,yes,1,167905.46,430387.09,San Francisco,Bank of America , Embarcadero,medium,low,"My recent interactions with the bank have been disappointing, particularly related to hidden banking fees. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
WFFB-2889-PMND-9814,41,2012,no,yes,yes,3,83191.67,196443.69,Denver,Chase , Denver 16th Street,high,high,"My experience with the bank has been generally fine, especially regarding ordinary mortgage process. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
WZYD-1394-VRUE-8771,83,2005,no,no,yes,3,21620.66,79203.98,New York,Chase , 5th Avenue,high,medium,"My recent interactions with the bank have been disappointing, particularly related to unreliable mobile app. Customer support was slow to respond, and I encountered multiple obstacles while trying to resolve basic issues. The overall banking experience left much to be desired, pushing me to consider alternatives."
KGQA-6264-CWLR-7536,61,2005,no,yes,yes,3,204700.91,128212.37,Seattle,Chase , Seattle Pike Street,high,high,"I've had an excellent experience with the bank's mobile app convenience. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
DBXH-8929-LJKA-7613,31,2019,no,yes,no,4,219965.21,317406.74,Seattle,Chase , Seattle Pike Street,medium,medium,"I've had an excellent experience with the bank's mobile app convenience. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
PPMM-3769-FGBL-2546,33,2010,yes,yes,yes,3,245330.37,4136.28,Dallas,Wells Fargo , Main Street Dallas,low,medium,"I've had an excellent experience with the bank's fraud protection efficiency. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
GTCF-3416-LSFK-7374,35,2022,yes,no,no,5,78588.23,58029.62,Seattle,Chase , Seattle Pike Street,high,low,"I've had an excellent experience with the bank's seamless online banking. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
YYRM-1926-OTWN-3139,20,2023,yes,no,no,3,76130.02,378085.73,Denver,Chase , Denver 16th Street,high,high,"I've had an excellent experience with the bank's easy credit card replacement. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
IRAR-9123-DXFB-6372,40,2022,no,no,no,0,192283.72,175302.5,New York,Chase , 5th Avenue,high,low,"My experience with the bank has been generally fine, especially regarding good but glitchy app. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
GDVC-4717-BZOD-8613,35,2021,yes,no,no,1,19999.15,483917.61,San Francisco,Bank of America , Embarcadero,high,high,"My experience with the bank has been generally fine, especially regarding ok rewards. There have been occasional issues but nothing too disruptive. Service is functional and gets the job done. I wouldn't call it exceptional, but it certainly meets most of my banking needs without much hassle."
EVBK-1645-HSCE-6512,52,1992,yes,no,yes,4,133411.05,261358.73,Miami,Wells Fargo , Brickell Avenue,low,high,"I've had an excellent experience with the bank's seamless online banking. Their team is consistently supportive, and using their services has made managing my finances much easier. From digital banking to in-person interactions, everything feels smooth and efficient. I highly recommend their service to anyone looking for reliability."
